title,company,salary,link,experience,grade,remote,metro,query,skills_found,published_date
Руководитель отдела по работе с маркетплейсами,"585, Холдинг",Не указана,https://hh.ru/vacancy/133412983,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"power bi, tableau, excel, power query",
"Менеджер по закупкам и управлению категориями ""Хобби""",МАГ- швейная фурнитура,Не указана,https://hh.ru/vacancy/132761299,Опыт 3-6 лет,не указан,Нет,Марьина Роща,аналитик BI,"power bi, excel, 1с",
Менеджер по Продукту / Middle,ООО Инфотек,Не указана,https://hh.ru/vacancy/133062252,Опыт 3-6 лет,middle,Да,Не указано,аналитик BI,"python, sql, power bi, tableau, excel, jira, confluence, a/b, api",
Менеджер по планированию МТР,АО Горно-рудная компания Западная,Не указана,https://hh.ru/vacancy/133343347,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,"power bi, excel, power query, 1с",
Преподаватель дисциплин направления «Интернет‑маркетинг»,Московский Технологический Институт,Не указана,https://hh.ru/vacancy/133410929,Опыт 1-3 года,не указан,Нет,Варшавская,аналитик BI,power bi,
СРМ-маркетолог,ИП Сенина Виктория Дмитриевна,Не указана,https://hh.ru/vacancy/132857561,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,Не найдено,
"Менеджер по работе с маркетплейсами МВидео и доп площадки (Летуаль, МагнитМаркет, ЛеманаПро)",ООО Премиум Кеа Груп,Не указана,https://hh.ru/vacancy/132889877,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"power bi, datalens, excel, google sheets",
Финансовый менеджер,Аптечная сеть Ваша №1 х Таблетка.ру,Не указана,https://hh.ru/vacancy/124962542,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"sql, power bi, excel, power query, 1с",
Финансовый менеджер по управленческой отчётности и контроллингу,Gward,Не указана,https://hh.ru/vacancy/132886623,Опыт 3-6 лет,не указан,Да,Бутырская,аналитик BI,"power bi, excel, google sheets, power query, 1с",
Менеджер по A/B тестированию / CRO-менеджер Amazon,MAREE,Не указана,https://hh.ru/vacancy/133223878,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"power bi, tableau, metabase, looker, a/b",
Директор по продукту и развитию,ООО Тулс,Не указана,https://hh.ru/vacancy/133410102,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,"sql, a/b",
Системный инженер по цифровизации,БЮРО 1440,Не указана,https://hh.ru/vacancy/132417845,Опыт 3-6 лет,не указан,Нет,Баррикадная,аналитик BI,"python, sql, qlik",
Senior Pricing Manager,Островок.Маркетинг,Не указана,https://hh.ru/vacancy/132555760,Опыт 3-6 лет,senior,Да,Библиотека им.Ленина,аналитик BI,"sql, power bi, tableau, excel, google sheets, ml",
"Менеджер по прогнозированию спроса (LKA, дистрибьюторы)",Алкогольный холдинг Руст,Не указана,https://hh.ru/vacancy/132303977,Опыт 3-6 лет,не указан,Нет,Новопеределкино,аналитик BI,"power bi, excel",
Руководитель направления компенсаций и льгот / C&B,АО Объединенное Кредитное Бюро,Не указана,https://hh.ru/vacancy/131855988,Опыт 3-6 лет,не указан,Нет,Павелецкая,аналитик BI,"excel, 1с",
Финансовый менеджер,АО МФК Саммит,Не указана,https://hh.ru/vacancy/131200796,Опыт 1-3 года,не указан,Нет,Новокузнецкая,аналитик BI,"power bi, excel, power query, 1с",
Бизнес-ассистент Генерального директора,Prime Sport,Не указана,https://hh.ru/vacancy/132744301,Опыт 3-6 лет,не указан,Нет,Крылатское,аналитик BI,"power bi, tableau, looker, excel, google sheets, confluence",
Руководитель отдела трейд-маркетинга и ПАО,АО Реноме,Не указана,https://hh.ru/vacancy/133389013,Опыт 1-3 года,не указан,Нет,Перово,аналитик BI,"power bi, tableau, datalens",
Менеджер по формированию коммерческой отчётности,ООО PepsiCo,Не указана,https://hh.ru/vacancy/133207594,Опыт 3-6 лет,не указан,Нет,Аэропорт,аналитик BI,"power bi, tableau",
Финансовый директор (CFO),KODALIFE (ИП Янчевская Мария Николаевна),Не указана,https://hh.ru/vacancy/133041544,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,Не найдено,
Менеджер C&B,ANCOR,Не указана,https://hh.ru/vacancy/133292060,Опыт 3-6 лет,не указан,Да,Маяковская,аналитик BI,"power bi, tableau, excel",
Руководитель отдела по массовому подбору персонала,FONBET,Не указана,https://hh.ru/vacancy/133244915,Опыт 1-3 года,не указан,Нет,Не указано,аналитик BI,"excel, google sheets",
Руководитель направления Отдела развития каналов и инструментов коммуникаций,RWB (Wildberries & Russ),Не указана,https://hh.ru/vacancy/133402565,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"python, sql, a/b, api",
Дизайнер презентаций,ВТБ Факторинг,Не указана,https://hh.ru/vacancy/130930733,Опыт 1-3 года,не указан,Нет,Деловой центр,аналитик BI,excel,
Финансовый директор (CFO/Chief Financial Officer) | Маркетплейсы,rodinka.recruitment (ИП Звездин Егор Романович),Не указана,https://hh.ru/vacancy/133387972,Опыт более 6 лет,не указан,Нет,Деловой центр,аналитик BI,"1с, api",
Финансовый директор,ООО Космо Бьюти,Не указана,https://hh.ru/vacancy/132710226,Опыт 3-6 лет,не указан,Нет,Кутузовская,аналитик BI,"power bi, 1с, api",
Руководитель проекта / Project manager,BND LLC,Не указана,https://hh.ru/vacancy/132745380,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,Не найдено,
Руководитель отдела по работе с клиентами / Head of support,ООО Прогресс Групп,Не указана,https://hh.ru/vacancy/133238530,Опыт 3-6 лет,не указан,Да,Нижегородская,аналитик BI,"power bi, metabase",
Контекстолог (специалист по контекстной рекламе) в офис,IDEALBEDS,Не указана,https://hh.ru/vacancy/132635197,Опыт 1-3 года,не указан,Нет,Курская,аналитик BI,excel,
Тестировщик IT-продуктов Junior,ООО БОАС,Не указана,https://hh.ru/vacancy/132731768,Без опыта,junior,Да,Выхино,аналитик BI,"python, 1с, api",
Руководитель отдела по работе с маркетплейсами,OFFPRICE,Не указана,https://hh.ru/vacancy/131964151,Опыт 1-3 года,не указан,Нет,Технопарк,аналитик BI,"power bi, datalens, excel, google sheets",
Руководитель направления исследований и моделирования (Казначейство),Альфа-Банк. Центральный офис,Не указана,https://hh.ru/vacancy/132436626,Опыт 3-6 лет,не указан,Нет,Комсомольская,аналитик BI,"python, power bi",
"Руководитель коммерческого блока (E-com, м. Тульская)",ИгроРай,Не указана,https://hh.ru/vacancy/133413328,Опыт 3-6 лет,не указан,Нет,Тульская,аналитик BI,Не найдено,
Senior Data Scientist,Электронная торговая площадка Газпромбанка,Не указана,https://hh.ru/vacancy/132896614,Опыт 3-6 лет,senior,Да,Не указано,аналитик BI,"python, sql, power bi, tableau, scikit, ml",
Менеджер по привлечению трафика,Фогейм,Не указана,https://hh.ru/vacancy/132811663,Опыт 1-3 года,не указан,Нет,Павелецкая,аналитик BI,"power bi, looker, a/b",
Руководитель направления исследований клиентской аудитории,IBC Human Resources,Не указана,https://hh.ru/vacancy/133319142,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"sql, excel",
Специалист развития продуктов и процессов (Трансграничные платежи),ООО А7-Агент,Не указана,https://hh.ru/vacancy/132338356,Опыт 3-6 лет,не указан,Нет,Кутузовская,аналитик BI,"excel, google sheets",
Менеджер по работе с ключевыми клиентами (e-com) ФРОВ,ООО Фелиса,Не указана,https://hh.ru/vacancy/133384551,Опыт 1-3 года,не указан,Нет,Мещерская,аналитик BI,"power bi, excel, api",
Методолог (эффективность ИТ - процессов),"ПАО ВТБ, Технологический блок",Не указана,https://hh.ru/vacancy/131419564,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,sql,
Специалист по планированию спроса (FMCG food),АО Антал Таланты,Не указана,https://hh.ru/vacancy/133270246,Опыт 1-3 года,не указан,Нет,Библиотека им.Ленина,аналитик BI,excel,
Финансовый директор / Сhief financial officer,Омникомм Технологии,Не указана,https://hh.ru/vacancy/133307218,Опыт 3-6 лет,не указан,Нет,Библиотека им.Ленина,аналитик BI,"oracle, power bi, tableau, qlik, 1с",
E-com / Digital маркетолог (Beauty),Арт-Визаж,Не указана,https://hh.ru/vacancy/133300718,Опыт 3-6 лет,не указан,Нет,Верхние Лихоборы,аналитик BI,Не найдено,
Менеджер по внедрению ИИ,Oshisha,Не указана,https://hh.ru/vacancy/132266167,Опыт 3-6 лет,не указан,Нет,Измайлово,аналитик BI,"python, sql, airflow, ml",
QA professional/ Data Products (Трайб Data office),ОТП Банк. IT,Не указана,https://hh.ru/vacancy/130820896,Опыт более 6 лет,не указан,Да,Не указано,аналитик BI,"python, sql, clickhouse, oracle, greenplum, hadoop, airflow, spark, dbt, etl, api, ml",
Руководитель по цифровой трансформации,ООО Ликви Моли Руссланд,Не указана,https://hh.ru/vacancy/133043646,Опыт более 6 лет,не указан,Нет,Озёрная,аналитик BI,"1с, битрикс",
Руководитель отдела по работе с клиентами,Сервис Руки,Не указана,https://hh.ru/vacancy/133354589,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,excel,
Главный врач/Руководитель медицинского направления,Офтальмологическая клиника Сфера профессора Эскиной,Не указана,https://hh.ru/vacancy/133397891,Опыт 3-6 лет,не указан,Нет,Бульвар Дмитрия Донского,аналитик BI,"power bi, excel, 1с",
Digital-маркетолог (e-commerce),ТЕХНОНИКОЛЬ,Не указана,https://hh.ru/vacancy/133076316,Опыт 3-6 лет,не указан,Нет,Проспект Мира,аналитик BI,"power bi, looker, excel",
Исследователь клиентского опыта,Сloud.ru: Аналитика,Не указана,https://hh.ru/vacancy/130475403,Опыт 3-6 лет,не указан,Нет,Улица 1905 года,аналитик BI,"python, sql",
Финансовый директор / CFO (FinTech),ООО Дэстэн Партнерс,Не указана,https://hh.ru/vacancy/133213191,Опыт более 6 лет,не указан,Нет,Деловой центр,аналитик BI,Не найдено,
Категорийный менеджер СТМ (декоративные аксессуары),"Подружка, сеть магазинов",Не указана,https://hh.ru/vacancy/133219932,Опыт 1-3 года,не указан,Нет,Автозаводская,аналитик BI,"power bi, excel",
Администратор проекта,Сбер. IT,Не указана,https://hh.ru/vacancy/133273676,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"sql, power bi, tableau, jira, confluence, etl",
Senior In-App Media Buyer,Spinbetter,Не указана,https://hh.ru/vacancy/133248612,Опыт 1-3 года,senior,Да,Не указано,аналитик BI,"power bi, excel, google sheets",
Ведущий менеджер Marketing Uzum Nasiya,UZUM TECHNOLOGIES. Офис и коммерция,Не указана,https://hh.ru/vacancy/133237599,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"power bi, a/b",
Python разработчик (ИИ агенты),Сбер. IT,Не указана,https://hh.ru/vacancy/133217720,Опыт 1-3 года,не указан,Нет,Не указано,аналитик BI,"python, sql, clickhouse, a/b, etl",
ИТ Директор,Аптечная сеть Ваша №1 х Таблетка.ру,Не указана,https://hh.ru/vacancy/133186561,Опыт более 6 лет,не указан,Нет,Перово,аналитик BI,"1с, api",
Финансовый бизнес-партнер,PROTALENT Lab,Не указана,https://hh.ru/vacancy/133168216,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,"sql, excel",
Стажер в отдел Global Presales,Лаборатория Касперского,Не указана,https://hh.ru/vacancy/133144120,Без опыта,не указан,Нет,Водный стадион,аналитик BI,"power bi, excel, confluence",
Исследователь пользовательского опыта,USETECH,Не указана,https://hh.ru/vacancy/133268453,Опыт 3-6 лет,не указан,Нет,Технопарк,аналитик BI,ml,
Ведущий специалист Казначейства,ПАО ДОМ.РФ Другие подразделения,Не указана,https://hh.ru/vacancy/133108488,Опыт 1-3 года,не указан,Нет,Александровский сад,аналитик BI,"python, sql",
Операционный менеджер (автоматизация и процессы),АН Капитал,Не указана,https://hh.ru/vacancy/133227653,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,Не найдено,
HR-бизнес-партнер (HR BP),Телематика. Бэк-офис,Не указана,https://hh.ru/vacancy/133290881,Опыт 3-6 лет,не указан,Да,Библиотека им.Ленина,аналитик BI,"excel, 1с",
Data Engineer \ Инженер данных,ООО Займиго МКК,Не указана,https://hh.ru/vacancy/133313847,Опыт 3-6 лет,не указан,Да,Горьковская,аналитик BI,"python, sql, postgresql, clickhouse, airflow, kafka, etl",
Специалист по штатному расписанию и оргструктуре,Группа компаний РБЕ (RBE Group),Не указана,https://hh.ru/vacancy/133288842,Опыт 1-3 года,не указан,Нет,Октябрьская,аналитик BI,"excel, 1с",
Бренд - менеджер,Performance Group,Не указана,https://hh.ru/vacancy/132024970,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,power bi,
Sales-менеджер / Business Development Manager,RIS group,Не указана,https://hh.ru/vacancy/133248214,Опыт 1-3 года,не указан,Нет,Аэропорт,аналитик BI,"power bi, excel, jira",
Начинающий аудитор (внутренние системы безопасности и охраны объектов Банка),Центральный банк Российской Федерации (Банк России),Не указана,https://hh.ru/vacancy/129671365,Опыт 1-3 года,не указан,Нет,Не указано,аналитик BI,"python, superset, excel, power query, машинное обучение",
Менеджер по прогнозированию спроса,Hoff.Офис,Не указана,https://hh.ru/vacancy/132353515,Опыт 1-3 года,не указан,Да,Улица 1905 года,аналитик BI,"sql, power bi, excel, power query, ml",
Директор по маркетингу (CMO),ЛИЦА,Не указана,https://hh.ru/vacancy/133232810,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,sql,
Руководитель отдела продаж на телефоне (B2C),World Vision,Не указана,https://hh.ru/vacancy/131707149,Опыт 3-6 лет,не указан,Нет,Аэропорт,аналитик BI,Не найдено,
Ведущий менеджер по прогнозированию спроса,Сеть супермаркетов ДА!,Не указана,https://hh.ru/vacancy/133077661,Опыт 3-6 лет,не указан,Нет,Красный строитель,аналитик BI,"sql, power bi, qlik, excel, power query",
Бизнес-ассистент,ООО АРИСТОТЕЛЬ,Не указана,https://hh.ru/vacancy/133140376,Опыт 1-3 года,не указан,Нет,Савёловская,аналитик BI,"sql, jira, confluence, api",
Начальник отдела интернет проектов,РЖД-Медицина,Не указана,https://hh.ru/vacancy/133145650,Опыт 3-6 лет,не указан,Нет,Аэропорт,аналитик BI,"sql, power bi, api",
Портфельный риск-менеджер (Антифрод корпоративного блока),Альфа-Банк. Центральный офис,Не указана,https://hh.ru/vacancy/132250045,Опыт 1-3 года,не указан,Да,Технопарк,аналитик BI,"python, sql, hadoop",
Главный бухгалтер,Корпорация Галактика,Не указана,https://hh.ru/vacancy/133195616,Опыт более 6 лет,не указан,Нет,Динамо,аналитик BI,excel,
Администратор CRM,Нетология,Не указана,https://hh.ru/vacancy/133192659,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"sql, api",
Data engineer,Сбер. IT,Не указана,https://hh.ru/vacancy/133098886,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"python, sql, clickhouse, hadoop, spark, git, pandas, numpy, etl",
Руководитель развития товарных направлений,Alpine floor,Не указана,https://hh.ru/vacancy/132933317,Опыт 3-6 лет,не указан,Нет,Павелецкая,аналитик BI,"power bi, excel, 1с",
Финансовый менеджер,Rambler&Co,Не указана,https://hh.ru/vacancy/131286220,Опыт 3-6 лет,не указан,Нет,Верхние Котлы,аналитик BI,"power bi, tableau, qlik",
Специалист по управлению запасами,ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России,Не указана,https://hh.ru/vacancy/132392162,Без опыта,не указан,Нет,Зябликово,аналитик BI,"excel, 1с",
Руководитель группы (прогнозирование продаж),RWB (Wildberries & Russ),Не указана,https://hh.ru/vacancy/133100216,Опыт 3-6 лет,не указан,Нет,Октябрьская,аналитик BI,"sql, excel",
Менеджер по маркетингу,VVP Group,Не указана,https://hh.ru/vacancy/130152436,Опыт 3-6 лет,не указан,Нет,Левобережная,аналитик BI,excel,
Инженер по кибербезопасности,Marfatech,Не указана,https://hh.ru/vacancy/132326060,Опыт 3-6 лет,не указан,Нет,Динамо,аналитик BI,"python, api",
Директор по продажам / Sales Director,ООО Qummy,Не указана,https://hh.ru/vacancy/133296218,Опыт 3-6 лет,не указан,Нет,Калужская,аналитик BI,1с,
SAP HANA разработчик,ЛИАН,Не указана,https://hh.ru/vacancy/133144077,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,"python, sql, kafka",
Разработчик DWH,ООО Диджиталбайт,Не указана,https://hh.ru/vacancy/133063530,Опыт 1-3 года,не указан,Да,Библиотека им.Ленина,аналитик BI,"sql, oracle",
Руководитель аналитического центра (Head of Analytics),Межрегиональная инспекция Федеральной налоговой службы по управлению долгом,Не указана,https://hh.ru/vacancy/132359929,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,ml,
Продуктовый архитектор DataLens,"Облачные, инфраструктурные сервисы и Яндекс 360",Не указана,https://hh.ru/vacancy/131939524,Опыт 3-6 лет,не указан,Нет,Кропоткинская,аналитик BI,"sql, clickhouse, datalens, etl",
"Руководитель проектов (операционная эффективность, обогащение)",Норникель,Не указана,https://hh.ru/vacancy/132209226,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,excel,
"Заместитель начальника инспекции Департамента аудита образования, науки и инноваций",Счетная палата Российской Федерации,Не указана,https://hh.ru/vacancy/133220869,Опыт более 6 лет,не указан,Нет,Не указано,аналитик BI,"python, sql, api",
Специалист поддержки 1С,ООО БПК,Не указана,https://hh.ru/vacancy/133051991,Опыт 1-3 года,не указан,Нет,Не указано,аналитик BI,1с,
Руководитель группы финансового планирования и анализа,АО Антал Таланты,Не указана,https://hh.ru/vacancy/132873123,Опыт более 6 лет,не указан,Нет,Деловой центр,аналитик BI,"sql, power bi, excel, power query",
Руководитель / ведущий специалист отдела маркетинга (продвижение бренда),ООО Софис,Не указана,https://hh.ru/vacancy/131005248,Опыт 3-6 лет,не указан,Нет,Дмитровская,аналитик BI,power bi,
Product Manager (Seller Experience / PIM),"Компания «СПОРТМАСТЕР», Управление бизнесами",Не указана,https://hh.ru/vacancy/132307211,Опыт 1-3 года,не указан,Нет,Аэропорт,аналитик BI,"sql, excel, confluence, a/b",
Data Engineer,ЮНИСТРИМ БАНК,Не указана,https://hh.ru/vacancy/132215785,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"python, sql, clickhouse, power bi, datalens, power query, airflow, etl, api",
Руководитель группы доходности и планирования бизнеса,ОТП Банк. Бизнес,Не указана,https://hh.ru/vacancy/132164041,Опыт 3-6 лет,не указан,Нет,Балтийская,аналитик BI,sql,
"Руководитель проектов (операционная эффективность, ТОиР)",Норникель,Не указана,https://hh.ru/vacancy/132209483,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,excel,
B2B Pricing Manager (старший менеджер направления B2B ценообразования),Островок.Развитие бизнеса,Не указана,https://hh.ru/vacancy/131612354,Опыт 3-6 лет,senior,Да,Библиотека им.Ленина,аналитик BI,"sql, power bi, tableau, excel, google sheets, a/b",
Менеджер по автоматизации и поддержке отчетности продаж,Т2. Офис,Не указана,https://hh.ru/vacancy/133059301,Опыт 1-3 года,не указан,Нет,Генерала Тюленева,аналитик BI,"python, sql",
Менеджер маркетплейсов / менеджер Wildberries,ИП Буздалин Владислав Игоревич,Не указана,https://hh.ru/vacancy/132897651,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,Не найдено,
AI-маркетолог,Capital Group,Не указана,https://hh.ru/vacancy/133129489,Опыт более 6 лет,не указан,Нет,Не указано,аналитик BI,"python, power bi, looker, a/b, api, ml",
Консультант по EPM-системам,Лига Цифровой Экономики,Не указана,https://hh.ru/vacancy/131696494,Опыт 3-6 лет,не указан,Нет,Савёловская,аналитик BI,"sql, oracle, power bi, tableau",
Менеджер C&B,Spice IT,Не указана,https://hh.ru/vacancy/132067797,Опыт 3-6 лет,не указан,Нет,Библиотека им.Ленина,аналитик BI,"power bi, excel, 1с",
Финансист (маркетплейсы),ИП Вартанова Екатерина Олеговна,Не указана,https://hh.ru/vacancy/133090415,Опыт 1-3 года,не указан,Нет,Дмитровская,аналитик BI,excel,
Digital-маркетолог,Ювелирная сеть Залог Успеха,Не указана,https://hh.ru/vacancy/132838728,Опыт 3-6 лет,не указан,Нет,Ломоносовский проспект,аналитик BI,excel,
Senior Data Engineer AI,LIFE PAY,Не указана,https://hh.ru/vacancy/133039358,Опыт 3-6 лет,senior,Да,Не указано,аналитик BI,"python, sql, tableau, superset, looker, airflow, kafka, dbt, etl",
Специалист по контекстной рекламе // Недвижимость,Артикс,Не указана,https://hh.ru/vacancy/133101144,Опыт 3-6 лет,не указан,Нет,Тульская,аналитик BI,"power bi, excel, power query",
Руководитель проектов WFM,ЛАНИТ,Не указана,https://hh.ru/vacancy/133004259,Опыт 3-6 лет,не указан,Да,Алексеевская,аналитик BI,Не найдено,
"Руководитель отдела оплаты труда, компенсаций и льгот",Крупный производственный холдинг,Не указана,https://hh.ru/vacancy/132153265,Опыт более 6 лет,не указан,Нет,Не указано,аналитик BI,"power bi, excel, 1с",
HR Generalist / HR BP,ООО РА Менеджмент,Не указана,https://hh.ru/vacancy/133145570,Опыт более 6 лет,не указан,Нет,Китай-город,аналитик BI,"power bi, tableau, excel, 1с",
Руководитель отдела управления кредитными сделками,АО Аксофт,Не указана,https://hh.ru/vacancy/133078143,Опыт более 6 лет,не указан,Нет,Кожуховская,аналитик BI,"excel, 1с",
Главный эксперт (Антибот система),USETECH,Не указана,https://hh.ru/vacancy/133139668,Опыт 1-3 года,не указан,Нет,Коломенская,аналитик BI,python,
Коммерческий директор,ООО Баскетбольный Клуб Стремление,Не указана,https://hh.ru/vacancy/133130259,Опыт 3-6 лет,не указан,Нет,Коньково,аналитик BI,"power bi, tableau",
Менеджер по развитию инвестиционных продуктов,АО ФИНАМ,Не указана,https://hh.ru/vacancy/133035175,Опыт 1-3 года,не указан,Нет,Маяковская,аналитик BI,"excel, google sheets, a/b",
Senior+ ML Python Developer (FastAPI),USETECH,Не указана,https://hh.ru/vacancy/133046222,Опыт более 6 лет,senior,Да,Не указано,аналитик BI,"python, postgresql, kafka, ml",
Коммерческий директор (CCO),ООО Рейнц,Не указана,https://hh.ru/vacancy/133210381,Опыт более 6 лет,не указан,Нет,Китай-город,аналитик BI,Не найдено,
"Финансовый менеджер (Operations, Adesk)",Boxraw,Не указана,https://hh.ru/vacancy/132594291,Опыт 1-3 года,не указан,Нет,Электрозаводская,аналитик BI,"excel, google sheets, 1с",
Тимлид дата продуктов обязательной отчетности,Альфа-Банк. ИТ-специалисты,Не указана,https://hh.ru/vacancy/133007976,Опыт 3-6 лет,lead,Да,Не указано,аналитик BI,"sql, jira",
Руководитель по методологии проектного финансирования,Альфа-Банк. Центральный офис,Не указана,https://hh.ru/vacancy/132873627,Опыт 3-6 лет,не указан,Нет,Комсомольская,аналитик BI,power bi,
Руководитель E-comm отдела,АО Фармстандарт. Бэк-офис,Не указана,https://hh.ru/vacancy/132039387,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,excel,
Менеджер по категорийному маркетингу (Catman),Группа компаний ТАЛИНА,Не указана,https://hh.ru/vacancy/132876464,Опыт 3-6 лет,не указан,Нет,Лубянка,аналитик BI,excel,
Traffic Manager (gamedev),Devhunt,Не указана,https://hh.ru/vacancy/132764761,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,"power bi, metabase, a/b",
Коммерческий директор DIY (Сахалинская область),Сахалин - Остров Возможностей,Не указана,https://hh.ru/vacancy/132822030,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,oracle,
Интернет-маркетолог (Маркетплейсы),"Компания «СПОРТМАСТЕР», Офис",Не указана,https://hh.ru/vacancy/132736105,Опыт 1-3 года,не указан,Нет,Аэропорт,аналитик BI,"jira, confluence",
Менеджер по оптимизации затрат,metaLead,Не указана,https://hh.ru/vacancy/132676544,Опыт 3-6 лет,не указан,Нет,Тульская,аналитик BI,"sql, power bi, excel, google sheets",
Бизнес лидер,СберСпасибо,Не указана,https://hh.ru/vacancy/132656090,Опыт 3-6 лет,lead,Нет,Кутузовская,аналитик BI,"power bi, tableau, excel",
Руководитель проектов,АО Центр Биометрических Технологий,Не указана,https://hh.ru/vacancy/132070408,Опыт 3-6 лет,не указан,Нет,Новокузнецкая,аналитик BI,"jira, confluence",
Проект-менеджер по автоматизированным системам,АО Южуралзолото Группа Компаний,Не указана,https://hh.ru/vacancy/132629221,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"sql, power bi, tableau, qlik, excel, 1с, jira",
Финансовый менеджер-экономист,ООО ЮНЕКСТ,Не указана,https://hh.ru/vacancy/132816783,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"excel, google sheets, power query, 1с",
Менеджер по трансформации направления МСБ,Газпромбанк,Не указана,https://hh.ru/vacancy/132856474,Опыт 3-6 лет,не указан,Нет,Октябрьская,аналитик BI,"excel, jira, confluence",
Senior Performance Manager,Карпов Курсес,Не указана,https://hh.ru/vacancy/132681237,Опыт 3-6 лет,senior,Да,Белорусская,аналитик BI,"power bi, tableau, superset",
Руководитель анализа данных QS,"Тануки, японский ресторан",Не указана,https://hh.ru/vacancy/132880996,Опыт 3-6 лет,не указан,Нет,Марьина Роща,аналитик BI,"sql, qlik, 1с",
Ведущий специалист по компенсациям и льготам,Natura Siberica,Не указана,https://hh.ru/vacancy/133029000,Опыт 3-6 лет,не указан,Нет,Беляево,аналитик BI,"power bi, excel, power query",
Data scientist (CRM),Банк Русский Стандарт,Не указана,https://hh.ru/vacancy/131426256,Опыт 1-3 года,не указан,Нет,Партизанская,аналитик BI,"python, sql, oracle, excel",
Специалист 2-ой линии технической поддержки (Prime Marine / Vessel ERP),Международный многопрофильный холдинг (морская логистика),Не указана,https://hh.ru/vacancy/132795998,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,sql,
Финансовый бизнес-партнер,ТЕЛОДВИЖЕНИЯ,Не указана,https://hh.ru/vacancy/131169206,Опыт более 6 лет,не указан,Нет,Китай-город,аналитик BI,"sql, excel",
Менеджер по закупкам и управлению категориями,МАГ- швейная фурнитура,Не указана,https://hh.ru/vacancy/132761104,Опыт 3-6 лет,не указан,Нет,Марьина Роща,аналитик BI,"power bi, excel, 1с",
Руководитель проектов,Kokoc Group,Не указана,https://hh.ru/vacancy/132813315,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,power bi,
Заместитель генерального директора по развитию сети,Торгово-производственная компания,Не указана,https://hh.ru/vacancy/132862204,Опыт более 6 лет,не указан,Нет,Не указано,аналитик BI,Не найдено,
Руководитель отдела digital маркетинга,ООО Мир Хобби,Не указана,https://hh.ru/vacancy/132741025,Опыт 3-6 лет,не указан,Нет,Преображенская площадь,аналитик BI,a/b,
LLM engineer/ Разработчик мультиагентных систем,SkillStaff,Не указана,https://hh.ru/vacancy/132916671,Опыт 3-6 лет,не указан,Да,Не указано,аналитик BI,Не найдено,
Менеджер по внедрению ИИ-автоматизации в HR-процессы,ООО Пруфикс,Не указана,https://hh.ru/vacancy/132550999,Опыт 3-6 лет,не указан,Да,Зорге,аналитик BI,"power bi, api, ml",
Senior media researcher,i.com,Не указана,https://hh.ru/vacancy/132385626,Опыт 3-6 лет,senior,Нет,Тульская,аналитик BI,"python, power bi, excel, power query",
Руководитель HR Tech,ООО Пруфикс,Не указана,https://hh.ru/vacancy/132550997,Опыт более 6 лет,не указан,Да,Зорге,аналитик BI,ml,
Руководитель товарного направления и отдела продаж (стеновые панели и интерьерные решения),Alpine floor,Не указана,https://hh.ru/vacancy/132932701,Опыт 1-3 года,не указан,Нет,Павелецкая,аналитик BI,"power bi, excel, 1с",
Программист 1С,ФБУН ЦНИИ Эпидемиологии Роспотребнадзора,Не указана,https://hh.ru/vacancy/131081703,Опыт 3-6 лет,не указан,Нет,Новогиреево,аналитик BI,"1с, api",
